"","pool","group","mean","lci","uci","nobs","nstudy"
"1","MAOC","Overall","0.0548890145234002","0.0202155905376154","0.0895624385091851","195","24"
"2","MAOC","depth.surface","0.031665170233235","-0.00395405968398094","0.067284400150451","89","19"
"3","MAOC","depth.subsoil","0.0185761866783188","-0.0257738080253946","0.0629261813820322","43","12"
"4","MAOC","depth.deepsoil",NA,NA,NA,NA,NA
"5",NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA
"7",NA,NA,NA,NA,NA,NA,NA
"8","MAOC","ccseason.winter","0.0156224676506323","-0.0154967582609918","0.0467416935622564","141","19"
"9","MAOC","ccseason.spring",NA,NA,NA,NA,NA
"10","MAOC","ccseason.summer","0.119301899441906","0.0555497498751103","0.183054049008701","25","4"
"11","MAOC","ccseason.fall",NA,NA,NA,NA,NA
"12","MAOC","ccseason.yearround","0.157331952607896","0.0939031773156525","0.22076072790014","34","5"
"13","MAOC","ccadded.grass","0.0719262563666917","0.0286218805412291","0.115230632192154","85","13"
"14","MAOC","ccadded.legume","0.0690385423142389","0.0215635212260583","0.116513563402419","45","11"
"15","MAOC","ccadded.grasslegume","0.0159030712861686","-0.0292689818604671","0.0610751244328044","51","13"
"16","MAOC","ccadded.brassica",NA,NA,NA,NA,NA
"17","MAOC","ccadded.grassbrassica",NA,NA,NA,NA,NA
"18","MAOC","ccadded.legumebrassica",NA,NA,NA,NA,NA
"19","MAOC","ccadded.grasslegumebrassica",NA,NA,NA,NA,NA
"20","MAOC","maincrop.cereal","0.0717213086128843","0.019045216073241","0.124397401152528","100","10"
"21","MAOC","maincrop.legume","0.00636092653448863","-0.068210954769882","0.0809328078388593","43","5"
"22","MAOC","maincrop.cereallegume","0.0292027563155213","-0.0454544715038485","0.103859984134891","29","6"
"23","MAOC","maincrop.otherrowcrop",NA,NA,NA,NA,NA
"24","MAOC","maincrop.perennial","0.0862303998701314","0.000108210043613402","0.172352589696649","22","4"
"25","MAOC","tillage.conventional","0.0277281706267987","-0.0340731023429577","0.0895294435965552","34","7"
"26","MAOC","tillage.reducednotill","0.0483372628572465","0.0053722824705698","0.0913022432439232","153","17"
"27","MAOC","nfert","-0.000139778888469399","-0.00126612670598746","0.00098656892904866","127","15"
"28","MAOC","ag.C.inputs","0.0488070865556482","0.0265223322184232","0.0710918408928731","86","8"
"29","MAOC","species.added","-0.0147926474436532","-0.0348496956286654","0.00526440074135912","195","24"
"30","MAOC","duration","-0.00230845595524954","-0.00639511476761624","0.00177820285711717","191","23"
"31","MAOC","sand","-0.00021434787544311","-0.00229818745405083","0.00186949170316461","133","17"
"32","MAOC","silt","-0.000106055450805436","-0.00240824566724056","0.00219613476562969","121","16"
"33","MAOC","clay","0.00140115109986982","-0.00319844169914615","0.00600074389888579","127","17"
"34","MAOC","toc","-0.00164592041661634","-0.0694910398631402","0.0661991990299075","103","12"
"35","MAOC","ph","0.0160431789238048","-0.0104958320866493","0.0425821899342588","130","16"
"36","MAOC","Temp","0.00256588395111145","-0.00563724968343495","0.0107690175856578","195","24"
"37","MAOC","Prec","3.37197372946037e-05","-5.29103545724324e-05","0.00012034982916164","195","24"
"38","MAOC","soilorder.Alfisols","0.00459429859206492","-0.110880004993096","0.120068602177226","7","3"
"39","MAOC","soilorder.Oxisols","-0.0114302333398696","-0.114761045607723","0.0919005789279842","25","3"
"40","MAOC","soilorder.Mollisols","0.0396963421857701","-0.0134185474479616","0.0928112318195018","98","11"
"41","MAOC","soilorder.Ultisols","0.135078446279219","0.034798904380694","0.235357988177743","37","3"
"42","MAOC","soilorder.Spodosols",NA,NA,NA,NA,NA
"43","MAOC","soilorder.Inceptisols",NA,NA,NA,NA,NA
"44","MAOC","Continent.Africa",NA,NA,NA,NA,NA
"45","MAOC","Continent.Asia",NA,NA,NA,NA,NA
"46","MAOC","Continent.Australia",NA,NA,NA,NA,NA
"47","MAOC","Continent.Europe","0.0332959365335633","-0.0690864395701945","0.135678312637321","7","4"
"48","MAOC","Continent.NorthAmerica","0.0365191087401352","-0.0968482540038787","0.169886471484149","23","2"
"49","MAOC","Continent.SouthAmerica","0.0575613590678173","0.0125594891792121","0.102563228956423","156","16"
"50","MAOC","SoilCollectionSeason.winter",NA,NA,NA,NA,NA
"51","MAOC","SoilCollectionSeason.spring","0.0749609409397423","0.0130996807348111","0.136822201144674","82","10"
"52","MAOC","SoilCollectionSeason.summer","-0.0506876480337367","-0.129876037514166","0.0285007414466928","35","4"
"53","MAOC","SoilCollectionSeason.fall","0.0562711082996503","-0.0176015920659809","0.130143808665281","58","8"
"54","MAOC","FractionationMethod.Size","0.0456579253877525","0.00732685704292631","0.0839889937325786","159","20"
"55","MAOC","FractionationMethod.Density","0.110124708288431","0.0152965755386818","0.20495284103818","30","3"
"56","MAOC","FractionationMethod.SizeAndDensity",NA,NA,NA,NA,NA
"57","MAOC","DispersingAgent.SodiumHex","0.0249803849507205","-0.0350678711336345","0.0850286410350755","86","10"
"58","MAOC","DispersingAgent.OtherSolution","0.0841588340385097","-0.000734302446522034","0.169051970523541","43","5"
"59","MAOC","DispersingAgent.GlassBeads","0.0642732511558766","-0.018783965912712","0.147330468224465","38","5"
"60","MAOC","DispersingAgent.Sonication",NA,NA,NA,NA,NA
"61","MAOC","DispersingAgent.Combo","0.058360804488052","-0.117945299999441","0.234666908975545","6","1"
"62","MAOC","ResponseCalc.Direct","0.0670521728468967","0.0197080700233798","0.114396275670413","87","13"
"63","MAOC","ResponseCalc.Indirect","0.0428064818243659","-0.00441586129099831","0.0900288249397301","108","12"
"64",NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,NA,NA,NA,NA,NA
