"","pool","group","mean","lci","uci","nobs","nstudy"
"1","SOC","Overall","0.0584995693107833","0.0305064183729857","0.0864927202485809","385","48"
"2","SOC","depth.surface","0.0451168181225974","0.0173068459384492","0.0729267903067455","181","36"
"3","SOC","depth.subsoil","-0.00252229995867573","-0.0377416492045351","0.0326970492871836","74","22"
"4","SOC","depth.deepsoil","0.0722429173123999","-0.0189081823115728","0.163394016936373","8","2"
"5",NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA
"7",NA,NA,NA,NA,NA,NA,NA
"8","SOC","ccseason.winter","0.0301941929384243","0.00121613038411851","0.0591722554927301","294","39"
"9","SOC","ccseason.spring","0.111847403456947","0.0226772023843548","0.20101760452954","48","4"
"10","SOC","ccseason.summer","0.145004797897968","0.0741599164009552","0.21584967939498","44","6"
"11","SOC","ccseason.fall",NA,NA,NA,NA,NA
"12","SOC","ccseason.yearround","0.0556936238308776","-0.0166656718400324","0.128052919501788","45","6"
"13","SOC","ccadded.grass","0.0729642021927645","0.0412026906739392","0.10472571371159","189","32"
"14","SOC","ccadded.legume","0.0719517454740043","0.0328626374543762","0.111040853493632","98","20"
"15","SOC","ccadded.grasslegume","0.0112262508812487","-0.0323591308905779","0.0548116326530753","68","15"
"16","SOC","ccadded.brassica","0.0049381415173054","-0.0763750842708845","0.0862513673054953","11","4"
"17","SOC","ccadded.grassbrassica",NA,NA,NA,NA,NA
"18","SOC","ccadded.legumebrassica",NA,NA,NA,NA,NA
"19","SOC","ccadded.grasslegumebrassica","0.0442381349031754","-0.0341369727517023","0.122613242558053","16","3"
"20","SOC","maincrop.cereal","0.0546620707708012","0.0134142014652646","0.0959099400763378","154","19"
"21","SOC","maincrop.legume","0.10993264364254","0.0533809635254626","0.166484323759618","79","10"
"22","SOC","maincrop.cereallegume","0.00653104731360203","-0.0400372978663312","0.0530993924935353","103","15"
"23","SOC","maincrop.otherrowcrop","0.121746350936864","-0.00165155098461235","0.24514425285834","15","3"
"24","SOC","maincrop.perennial","0.0909667255957557","0.00221381717530399","0.179719634016207","34","4"
"25","SOC","tillage.conventional","0.0418202909499006","-0.00220505765620676","0.085845639556008","114","17"
"26","SOC","tillage.reducednotill","0.0544797674424836","0.0203292593884467","0.0886302754965205","252","33"
"27","SOC","nfert","-0.000245272193282416","-0.000602421845192203","0.000111877458627371","254","32"
"28","SOC","ag.C.inputs","0.046471392686908","0.0253389779134594","0.0676038074603566","182","20"
"29","SOC","species.added","-0.0160659047305169","-0.0348516025979406","0.00271979313690689","385","48"
