"","pool","group","mean","lci","uci","nobs","nstudy"
"1","POC","Overall","0.166970796710563","0.105482055294395","0.22845953812673","467","52"
"2","POC","depth.surface","0.144177524778649","0.0789636252955873","0.209391424261711","204","40"
"3","POC","depth.subsoil","-0.00332199595211883","-0.089827176214447","0.0831831843102094","87","21"
"4","POC","depth.deepsoil","0.307990849344211","0.146012860942383","0.469968837746037","36","1"
"5",NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA
"7",NA,NA,NA,NA,NA,NA,NA
"8","POC","ccseason.winter","0.121437124638716","0.0556322170071193","0.187242032270312","355","43"
"9","POC","ccseason.spring","0.270646278999132","0.0606616808184937","0.480630877179769","39","4"
"10","POC","ccseason.summer","0.139089457035736","-0.0139615282247553","0.292140442296228","50","7"
"11","POC","ccseason.fall",NA,NA,NA,NA,NA
"12","POC","ccseason.yearround","0.214602938550257","0.0621358997572697","0.367069977343245","73","7"
"13","POC","ccadded.grass","0.162882853590848","0.088287053585453","0.237478653596244","224","34"
"14","POC","ccadded.legume","0.171655011071759","0.0841557471846137","0.259154274958905","140","22"
"15","POC","ccadded.grasslegume","0.165070639735837","0.0635992304556305","0.266542049016044","76","18"
"16","POC","ccadded.brassica","0.0888250345096559","-0.156683146900219","0.334333215919531","9","3"
"17","POC","ccadded.grassbrassica",NA,NA,NA,NA,NA
"18","POC","ccadded.legumebrassica",NA,NA,NA,NA,NA
"19","POC","ccadded.grasslegumebrassica","0.132605028628676","-0.0813540509925832","0.346564108249935","13","3"
"20","POC","maincrop.cereal","0.17673027067058","0.0862760993481463","0.267184441993013","259","22"
"21","POC","maincrop.legume","0.260705827862166","0.123163297069548","0.398248358654785","74","10"
"22","POC","maincrop.cereallegume","0.0800921905530401","-0.0303620434221295","0.19054642452821","94","17"
"23","POC","maincrop.otherrowcrop","0.0902980208201979","-0.202250086827798","0.382846128468194","10","3"
"24","POC","maincrop.perennial","0.22395842151945","0.00740720445719162","0.440509638581709","30","4"
"25","POC","tillage.conventional","0.165478164331459","0.0729431154103747","0.258013213252543","137","18"
"26","POC","tillage.reducednotill","0.150978165404953","0.0790355758810455","0.222920754928861","314","38"
"27","POC","nfert","-0.000239494681294529","-0.000985103095375178","0.000506113732786121","271","34"
"28","POC","ag.C.inputs","0.119828602736196","0.0692106292890903","0.170446576183302","165","22"
"29","POC","species.added","-0.00826419113518176","-0.0543419972268781","0.0378136149565145","467","52"
"30","POC","duration","0.00523838099779771","-0.00494952904267233","0.0154262910382678","463","51"
"31","POC","sand","0.00230046780436017","-0.00145891505522434","0.00605985066394467","290","31"
"32","POC","silt","-0.00342119838946091","-0.00779309490561987","0.000950698126698052","278","30"
"33","POC","clay","9.02286010642419e-05","-0.00624927455971502","0.00642973176184351","284","31"
"34","POC","toc","-0.0444433264635334","-0.208725131189083","0.119838478262016","236","20"
"35","POC","ph","-0.0442215079975937","-0.134429209177601","0.0459861931824133","281","27"
"36","POC","Temp","0.0122548848128528","0.000295967574766848","0.0242138020509388","467","52"
"37","POC","Prec","0.000139880597785188","-3.24375816699242e-05","0.0003121987772403","467","52"
"38","POC","soilorder.Alfisols","0.116328747857936","-0.00782932207542243","0.240486817791295","96","12"
"39","POC","soilorder.Oxisols","0.233510178168324","0.0668312955982812","0.400189060738367","37","5"
"40","POC","soilorder.Mollisols","0.121637722752127","0.0335584374010468","0.209717008103207","156","19"
"41","POC","soilorder.Ultisols","0.225931375356839","0.0890218974066033","0.362840853307075","85","7"
"42","POC","soilorder.Spodosols",NA,NA,NA,NA,NA
"43","POC","soilorder.Inceptisols","0.447235932812271","0.267799692366109","0.626672173258433","34","4"
"44","POC","Continent.Africa",NA,NA,NA,NA,NA
"45","POC","Continent.Asia","0.0668336297287227","-0.179599017959372","0.313266277416817","72","3"
"46","POC","Continent.Australia",NA,NA,NA,NA,NA
"47","POC","Continent.Europe","-0.0171655812495701","-0.290305804334","0.25597464183486","11","4"
"48","POC","Continent.NorthAmerica","0.0733963297571239","-0.0435911123508033","0.190383771865051","120","17"
"49","POC","Continent.SouthAmerica","0.219939439013857","0.12990137502248","0.309977503005233","245","25"
