"","pool","group","mean","lci","uci","nobs","nstudy"
"1","MAOC","Overall","0.057656167867695","0.0245051649317465","0.0908071708036434","263","27"
"2","MAOC","depth.surface","0.0663700320341487","0.0296172966224871","0.10312276744581","116","22"
"3","MAOC","depth.subsoil","0.0567225142658311","0.0123970570625998","0.101047971469062","49","13"
"4","MAOC","depth.deepsoil",NA,NA,NA,NA,NA
"5","MAOC","depth.upperprofile","0.0302404066312444","-0.0137216251501471","0.0742024384126359","91","15"
"6","MAOC","depth.lowerprofile","0.157162231531786","0.0548394911084305","0.259484971955141","7","3"
"7","MAOC","depth.wholeprofile",NA,NA,NA,NA,NA
"8","MAOC","ccseason.winter","0.0237300827993221","-0.00384961999819339","0.0513097855968376","183","21"
"9","MAOC","ccseason.spring",NA,NA,NA,NA,NA
"10","MAOC","ccseason.summer","0.106305618515736","0.0528399670283439","0.159771270003128","41","5"
"11","MAOC","ccseason.fall",NA,NA,NA,NA,NA
"12","MAOC","ccseason.yearround","0.181722088147704","0.123984540476264","0.239459635819144","41","5"
"13","MAOC","ccadded.grass","0.063469984476136","0.0249895028351982","0.101950466117074","102","15"
"14","MAOC","ccadded.legume","0.0716258531365861","0.0302334471653131","0.113018259107859","69","12"
"15","MAOC","ccadded.grasslegume","0.0209189920606537","-0.0200359765749308","0.0618739606962382","65","13"
"16","MAOC","ccadded.brassica",NA,NA,NA,NA,NA
"17","MAOC","ccadded.grassbrassica",NA,NA,NA,NA,NA
"18","MAOC","ccadded.legumebrassica",NA,NA,NA,NA,NA
"19","MAOC","ccadded.grasslegumebrassica",NA,NA,NA,NA,NA
"20","MAOC","maincrop.cereal","0.0704951511129119","0.02228805930497","0.118702242920854","156","11"
"21","MAOC","maincrop.legume","0.0140809966686008","-0.0570976416559246","0.0852596349931262","44","6"
"22","MAOC","maincrop.cereallegume","0.0250325060653796","-0.0424324053441286","0.0924974174748879","36","7"
"23","MAOC","maincrop.otherrowcrop",NA,NA,NA,NA,NA
"24","MAOC","maincrop.perennial","0.10734157966853","0.0215053171570702","0.19317784217999","25","4"
"25","MAOC","tillage.conventional","0.05304643720345","-0.00203209630518406","0.108124970712084","51","9"
"26","MAOC","tillage.reducednotill","0.0409171761879217","-0.000509371079341965","0.0823437234551853","200","19"
"27","MAOC","nfert","-8.47198613254984e-05","-0.000405625744012718","0.000236186021361721","179","17"
"28","MAOC","ag.C.inputs","0.0532669254190645","0.0328113356743421","0.0737225151637869","117","9"
"29","MAOC","species.added","-0.0120244160423304","-0.027968351273871","0.00391951918921029","263","27"
"30","MAOC","duration","-0.00204491165845103","-0.00620921154913661","0.00211938823223454","259","26"
"31","MAOC","sand","-0.000784515018459189","-0.00262172238256772","0.00105269234564934","186","18"
"32","MAOC","silt","0.000698811482034952","-0.00154355596873813","0.00294117893280803","162","17"
"33","MAOC","clay","0.000979365330695385","-0.00258531778460384","0.00454404844599461","180","19"
"34","MAOC","toc","0.061874712549602","0.0116217321459534","0.112127692953251","155","14"
"35","MAOC","ph","0.0215045478847684","-0.00456858914966004","0.0475776849191968","187","18"
"36","MAOC","Temp","0.00396537542107091","-0.0034489203336141","0.0113796711757559","263","27"
"37","MAOC","Prec","2.11403450091634e-05","-6.48103478977537e-05","0.00010709103791608","263","27"
"38","MAOC","soilorder.Alfisols","-0.0755245426956244","-0.163814665047341","0.0127655796560918","12","4"
"39","MAOC","soilorder.Oxisols","-0.0119187636175238","-0.124886443582744","0.101048916347696","25","3"
"40","MAOC","soilorder.Mollisols","0.0621793118468245","0.00934766128206997","0.115010962411579","138","13"
"41","MAOC","soilorder.Ultisols","0.138890656044248","0.0301315919026919","0.247649720185804","45","3"
"42","MAOC","soilorder.Spodosols",NA,NA,NA,NA,NA
"43","MAOC","soilorder.Inceptisols",NA,NA,NA,NA,NA
"44","MAOC","Continent.Africa",NA,NA,NA,NA,NA
"45","MAOC","Continent.Asia",NA,NA,NA,NA,NA
"46","MAOC","Continent.Australia",NA,NA,NA,NA,NA
"47","MAOC","Continent.Europe","0.0412298164510311","-0.0609258650506411","0.143385497952703","10","4"
"48","MAOC","Continent.NorthAmerica","0.00966311312614852","-0.0977087460665234","0.11703497231882","52","3"
"49","MAOC","Continent.SouthAmerica","0.0596571489197621","0.0136373654949438","0.10567693234458","177","17"
"50","MAOC","SoilCollectionSeason.winter",NA,NA,NA,NA,NA
"51","MAOC","SoilCollectionSeason.spring","0.102046944455221","0.0423001885563437","0.161793700354099","99","11"
"52","MAOC","SoilCollectionSeason.summer","-0.0652396132335832","-0.131908503883609","0.00142927741644215","79","6"
"53","MAOC","SoilCollectionSeason.fall","0.064900697161874","-0.0137198647829385","0.143521259106687","65","8"
"54","MAOC","FractionationMethod.Size","0.0474221751400271","0.00955033449934174","0.0852940157807125","213","22"
"55","MAOC","FractionationMethod.Density","0.116009218625445","0.0178491442944543","0.214169292956435","32","3"
"56","MAOC","FractionationMethod.SizeAndDensity",NA,NA,NA,NA,NA
"57","MAOC","DispersingAgent.SodiumHex","0.0300184267943259","-0.0296749136867846","0.0897117672754364","113","10"
"58","MAOC","DispersingAgent.OtherSolution","0.0835570961122686","0.00248985877810864","0.164624333446428","44","6"
"59","MAOC","DispersingAgent.GlassBeads","0.0680000367713234","-0.016160277935759","0.152160351478406","46","5"
"60","MAOC","DispersingAgent.Sonication",NA,NA,NA,NA,NA
"61","MAOC","DispersingAgent.Combo","0.0481175923357155","-0.0557612800150271","0.151996464686458","24","3"
"62","MAOC","ResponseCalc.Direct","0.0718857487917049","0.0293120578369292","0.114459439746481","120","16"
"63","MAOC","ResponseCalc.Indirect","0.0398929263948637","-0.00738899831704665","0.0871748511067741","143","12"
"64",NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,NA,NA,NA,NA,NA
